Data Type:                         ULM Mobile Sounding Data/Ascending
Project ID:                        VORTEX-SE_2017
Release Site Type/Site ID:         Hollywood, AL
Release Location (lon,lat,alt):    085 57.40'W, 34 43.01'N, -85.957, 34.717, 189.0
UTC Release Time (y,m,d,h,m,s):    2017, 04, 30, 17:54:00
Radiosonde Type:                   iMet-1-ABxn
Ground Station Software:           iMetOS-II software version 03.90.0C.
/
/
/
/
Nominal Release Time (y,m,d,h,m,s):2017, 04, 30, 17:54:00
 Time  Press  Temp  Dewpt  RH    Ucmp   Vcmp   spd   dir   Wcmp     Lon     Lat   Ele   MixR   Alt    Qp   Qt   Qrh  Qu   Qv   QdZ
  sec    mb     C     C     %     m/s    m/s   m/s   deg   m/s      deg     deg   deg   g/kg    m    code code code code code code
------ ------ ----- ----- ----- ------ ------ ----- ----- ----- -------- ------- ----- ----- ------- ---- ---- ---- ---- ---- ----
2251.0  258.1 -40.6 -51.4  30.4    5.7    4.4   7.2 232.0   4.3  -85.799  35.063 999.0 999.0 10605.6  1.0  1.0  1.0  1.0  1.0 99.0
2256.0  257.3 -40.8 -52.1  28.5    5.7    4.9   7.5 229.0   4.3  -85.799  35.063 999.0 999.0 10627.2  1.0  1.0  1.0  1.0  1.0 99.0
2261.0  256.5 -41.0 -52.9  26.5    5.7    5.0   7.6 229.0   4.4  -85.799  35.063 999.0 999.0 10649.2  1.0  1.0  1.0  1.0  1.0 99.0
2266.0  255.7 -41.1 -53.2  25.8    5.8    5.2   7.8 228.0   4.4  -85.798  35.064 999.0 999.0 10671.0  1.0  1.0  1.0  1.0  1.0 99.0
2271.0  254.9 -41.4 -53.5  25.8    5.9    5.4   8.0 228.0   4.3  -85.798  35.064 999.0 999.0 10692.5  1.0  1.0  1.0  1.0  1.0 99.0
2276.0  254.1 -41.6 -53.6  25.9    6.2    5.8   8.5 227.0   4.3  -85.798  35.064 999.0 999.0 10714.1  1.0  1.0  1.0  1.0  1.0 99.0
2281.0  253.2 -41.7 -53.6  26.3    6.3    5.9   8.6 227.0   4.3  -85.797  35.064 999.0 999.0 10735.7  1.0  1.0  1.0  1.0  1.0 99.0
2286.0  252.4 -41.9 -53.5  27.3    6.8    5.9   9.0 229.0   4.5  -85.797  35.065 999.0 999.0 10758.2  1.0  1.0  1.0  1.0  1.0 99.0
2291.0  251.5 -42.1 -53.2  28.6    7.0    6.1   9.3 229.0   4.8  -85.797  35.065 999.0 999.0 10782.1  1.0  1.0  1.0  1.0  1.0 99.0
2296.0  250.6 -42.2 -52.9  30.4    7.4    5.8   9.4 232.0   5.0  -85.796  35.065 999.0 999.0 10807.2  1.0  1.0  1.0  1.0  1.0 99.0
2301.0  249.6 -42.3 -52.4  32.4    7.6    6.2   9.8 231.0   5.2  -85.796  35.065 999.0 999.0 10833.4  1.0  1.0  1.0  1.0  1.0 99.0
2306.0  248.6 -42.6 -52.2  34.2    8.2    5.7  10.0 235.0   5.5  -85.795  35.066 999.0 999.0 10861.0  1.0  1.0  1.0  1.0  1.0 99.0
2311.0  247.5 -42.8 -51.9  36.1    8.4    6.1  10.4 234.0   5.9  -85.795  35.066 999.0 999.0 10890.4  1.0  1.0  1.0  1.0  1.0 99.0
2316.0  246.4 -42.9 -51.6  37.9    9.0    5.6  10.6 238.0   6.3  -85.794  35.066 999.0 999.0 10922.0  1.0  1.0  1.0  1.0  1.0 99.0
2321.0  245.2 -43.0 -51.3  39.6    9.0    6.1  10.9 236.0   6.6  -85.794  35.067 999.0 999.0 10955.2  1.0  1.0  1.0  1.0  1.0 99.0
2326.0  243.9 -43.4 -51.3  41.2   10.0    6.0  11.7 239.0   6.7  -85.794  35.067 999.0 999.0 10988.5  1.0  1.0  1.0  1.0  1.0 99.0
2331.0  242.8 -43.8 -51.5  42.2   10.5    6.1  12.1 240.0   6.6  -85.793  35.067 999.0 999.0 11021.4  1.0  1.0  1.0  1.0  1.0 99.0
2336.0  241.6 -44.1 -51.6  43.0   10.6    5.9  12.1 241.0   6.6  -85.792  35.067 999.0 999.0 11054.6  1.0  1.0  1.0  1.0  1.0 99.0
2341.0  240.3 -44.3 -51.7  43.6   11.7    5.7  13.0 244.0   6.8  -85.792  35.068 999.0 999.0 11088.6  1.0  1.0  1.0  1.0  1.0 99.0
2346.0  239.1 -44.6 -51.9  43.9   11.8    5.7  13.1 244.0   6.8  -85.791  35.068 999.0 999.0 11122.3  1.0  1.0  1.0  1.0  1.0 99.0
2351.0  237.9 -45.0 -52.3  44.1   12.2    5.5  13.4 246.0   6.7  -85.791  35.068 999.0 999.0 11156.0  1.0  1.0  1.0  1.0  1.0 99.0
2356.0  236.8 -45.3 -52.5  44.2   12.6    5.9  13.9 245.0   6.6  -85.790  35.068 999.0 999.0 11188.9  1.0  1.0  1.0  1.0  1.0 99.0
2361.0  235.6 -45.5 -52.6  44.7   13.2    5.6  14.3 247.0   6.4  -85.789  35.069 999.0 999.0 11220.8  1.0  1.0  1.0  1.0  1.0 99.0
2366.0  234.5 -45.8 -52.7  45.1   13.5    5.5  14.6 248.0   6.3  -85.788  35.069 999.0 999.0 11252.5  1.0  1.0  1.0  1.0  1.0 99.0
2371.0  233.4 -46.0 -53.0  45.4   14.1    5.4  15.1 249.0   6.4  -85.788  35.069 999.0 999.0 11284.3  1.0  1.0  1.0  1.0  1.0 99.0
2376.0  232.3 -46.3 -53.1  45.7   14.6    5.6  15.6 249.0   6.4  -85.787  35.069 999.0 999.0 11316.3  1.0  1.0  1.0  1.0  1.0 99.0
2381.0  231.2 -46.5 -53.5  44.8   15.2    5.5  16.2 250.0   6.3  -85.786  35.070 999.0 999.0 11347.8  1.0  1.0  1.0  1.0  1.0 99.0
2386.0  230.1 -46.9 -54.1  43.1   15.2    5.2  16.1 251.0   6.2  -85.785  35.070 999.0 999.0 11378.8  1.0  1.0  1.0  1.0  1.0 99.0
2391.0  229.0 -47.3 -55.0  40.6   15.7    5.4  16.6 251.0   6.2  -85.784  35.070 999.0 999.0 11409.7  1.0  1.0  1.0  1.0  1.0 99.0
2396.0  228.0 -47.5 -55.7  38.5   16.3    5.3  17.1 252.0   6.1  -85.784  35.070 999.0 999.0 11440.1  1.0  1.0  1.0  1.0  1.0 99.0
2401.0  226.9 -47.7 -56.4  36.2   16.4    5.3  17.2 252.0   6.2  -85.783  35.071 999.0 999.0 11470.8  1.0  1.0  1.0  1.0  1.0 99.0
2406.0  225.9 -47.9 -57.2  33.6   16.8    5.1  17.6 253.0   6.1  -85.782  35.071 999.0 999.0 11501.1  1.0  1.0  1.0  1.0  1.0 99.0
2411.0  224.8 -48.0 -58.0  30.6   17.1    5.2  17.9 253.0   6.0  -85.781  35.071 999.0 999.0 11531.0  1.0  1.0  1.0  1.0  1.0 99.0
2416.0  223.9 -48.4 -59.4  26.9   17.4    5.0  18.1 254.0   5.6  -85.780  35.071 999.0 999.0 11559.1  1.0  1.0  1.0  1.0  1.0 99.0
2421.0  223.0 -48.6 -60.2  24.5   17.6    5.0  18.3 254.0   5.4  -85.779  35.071 999.0 999.0 11585.9  1.0  1.0  1.0  1.0  1.0 99.0
2426.0  222.1 -48.7 -60.7  23.2   17.8    5.4  18.6 253.0   5.1  -85.778  35.072 999.0 999.0 11611.3  1.0  1.0  1.0  1.0  1.0 99.0
2431.0  221.3 -48.9 -61.1  22.8   18.1    5.2  18.8 254.0   5.0  -85.777  35.072 999.0 999.0 11636.2  1.0  1.0  1.0  1.0  1.0 99.0
2436.0  220.4 -49.1 -61.6  21.8   18.0    5.2  18.7 254.0   4.9  -85.776  35.072 999.0 999.0 11660.6  1.0  1.0  1.0  1.0  1.0 99.0
2441.0  219.7 -49.3 -62.2  20.7   18.3    5.2  19.0 254.0   4.6  -85.775  35.072 999.0 999.0 11683.8  1.0  1.0  1.0  1.0  1.0 99.0
2446.0  218.9 -49.5 -62.8  19.4   18.3    5.6  19.1 253.0   4.7  -85.774  35.073 999.0 999.0 11707.1  1.0  1.0  1.0  1.0  1.0 99.0
2451.0  218.1 -49.7 -63.1  19.1   18.2    5.6  19.0 253.0   4.7  -85.773  35.073 999.0 999.0 11730.8  1.0  1.0  1.0  1.0  1.0 99.0
2456.0  217.3 -49.9 -63.4  19.1   18.4    6.0  19.3 252.0   4.7  -85.772  35.073 999.0 999.0 11754.5  1.0  1.0  1.0  1.0  1.0 99.0
2461.0  216.5 -50.1 -63.1  20.1   18.2    5.9  19.1 252.0   4.7  -85.771  35.073 999.0 999.0 11778.0  1.0  1.0  1.0  1.0  1.0 99.0
2466.0  215.7 -50.4 -62.8  21.9   18.2    6.3  19.2 251.0   4.8  -85.770  35.074 999.0 999.0 11802.1  1.0  1.0  1.0  1.0  1.0 99.0
2471.0  214.9 -50.6 -62.3  23.8   18.2    6.3  19.3 251.0   5.0  -85.769  35.074 999.0 999.0 11826.9  1.0  1.0  1.0  1.0  1.0 99.0
2476.0  214.1 -50.9 -61.8  26.2   18.1    6.6  19.3 250.0   5.1  -85.768  35.074 999.0 999.0 11852.4  1.0  1.0  1.0  1.0  1.0 99.0
2481.0  213.2 -51.1 -61.3  28.7   18.1    6.6  19.3 250.0   5.1  -85.767  35.074 999.0 999.0 11878.0  1.0  1.0  1.0  1.0  1.0 99.0
2486.0  212.4 -51.3 -60.9  30.8   18.2    7.0  19.5 249.0   5.3  -85.766  35.075 999.0 999.0 11904.3  1.0  1.0  1.0  1.0  1.0 99.0
2491.0  211.5 -51.5 -60.6  33.0   17.9    7.2  19.3 248.0   5.2  -85.765  35.075 999.0 999.0 11930.3  1.0  1.0  1.0  1.0  1.0 99.0
2496.0  210.7 -51.8 -60.3  35.4   18.1    7.3  19.5 248.0   5.2  -85.764  35.075 999.0 999.0 11956.1  1.0  1.0  1.0  1.0  1.0 99.0
2501.0  209.8 -52.0 -60.2  36.7   17.8    7.5  19.3 247.0   5.2  -85.763  35.076 999.0 999.0 11982.3  1.0  1.0  1.0  1.0  1.0 99.0
2506.0  209.0 -52.2 -60.1  38.2   17.7    7.9  19.4 246.0   5.1  -85.762  35.076 999.0 999.0 12007.9  1.0  1.0  1.0  1.0  1.0 99.0
2511.0  208.2 -52.4 -60.2  38.4   17.6    7.9  19.3 246.0   5.1  -85.761  35.077 999.0 999.0 12033.3  1.0  1.0  1.0  1.0  1.0 99.0
2516.0  207.4 -52.6 -60.4  38.4   17.4    8.1  19.2 245.0   4.8  -85.760  35.077 999.0 999.0 12057.6  1.0  1.0  1.0  1.0  1.0 99.0
2521.0  206.6 -52.8 -60.6  38.1   17.5    8.2  19.3 245.0   4.8  -85.759  35.077 999.0 999.0 12081.6  1.0  1.0  1.0  1.0  1.0 99.0
2526.0  205.9 -53.0 -61.0  37.2   17.4    8.1  19.2 245.0   4.8  -85.758  35.078 999.0 999.0 12105.6  1.0  1.0  1.0  1.0  1.0 99.0
2531.0  205.1 -53.3 -61.4  36.3   17.3    8.5  19.3 244.0   4.9  -85.757  35.078 999.0 999.0 12130.1  1.0  1.0  1.0  1.0  1.0 99.0
2536.0  204.3 -53.5 -61.8  35.5   17.3    8.5  19.3 244.0   4.9  -85.756  35.078 999.0 999.0 12154.6  1.0  1.0  1.0  1.0  1.0 99.0
2541.0  203.5 -53.7 -62.1  35.0   17.4    8.5  19.4 244.0   5.0  -85.755  35.079 999.0 999.0 12179.5  1.0  1.0  1.0  1.0  1.0 99.0
2546.0  202.7 -53.9 -62.3  35.2   17.3    8.8  19.4 243.0   5.1  -85.754  35.079 999.0 999.0 12204.8  1.0  1.0  1.0  1.0  1.0 99.0
2551.0  201.9 -54.2 -62.5  35.3   17.4    8.9  19.5 243.0   5.1  -85.753  35.080 999.0 999.0 12230.1  1.0  1.0  1.0  1.0  1.0 99.0
2556.0  201.1 -54.4 -62.6  35.5   17.3    8.8  19.4 243.0   5.1  -85.752  35.080 999.0 999.0 12255.6  1.0  1.0  1.0  1.0  1.0 99.0
2561.0  200.3 -54.6 -62.9  35.2   17.3    9.2  19.6 242.0   5.0  -85.751  35.080 999.0 999.0 12280.7  1.0  1.0  1.0  1.0  1.0 99.0
2566.0  199.5 -54.8 -63.1  34.9   17.3    9.2  19.6 242.0   5.1  -85.750  35.081 999.0 999.0 12306.3  1.0  1.0  1.0  1.0  1.0 99.0
2571.0  198.8 -55.1 -63.4  34.8   17.3    9.6  19.8 241.0   4.9  -85.749  35.081 999.0 999.0 12331.0  1.0  1.0  1.0  1.0  1.0 99.0
2576.0  198.0 -55.3 -63.6  34.5   17.2    9.6  19.7 241.0   4.9  -85.749  35.082 999.0 999.0 12355.5  1.0  1.0  1.0  1.0  1.0 99.0
2581.0  197.2 -55.4 -63.8  34.5   17.5    9.7  20.0 241.0   4.8  -85.748  35.082 999.0 999.0 12379.3  1.0  1.0  1.0  1.0  1.0 99.0
2586.0  196.5 -55.7 -64.1  34.2   17.4   10.1  20.1 240.0   4.7  -85.747  35.082 999.0 999.0 12403.0  1.0  1.0  1.0  1.0  1.0 99.0
2591.0  195.8 -55.9 -64.3  33.9   17.3   10.4  20.2 239.0   4.6  -85.746  35.083 999.0 999.0 12426.0  1.0  1.0  1.0  1.0  1.0 99.0
2596.0  195.1 -56.0 -64.5  33.9   17.5   10.5  20.4 239.0   4.6  -85.745  35.083 999.0 999.0 12449.1  1.0  1.0  1.0  1.0  1.0 99.0
2601.0  194.4 -56.2 -64.7  33.7   17.4   10.9  20.5 238.0   4.7  -85.744  35.084 999.0 999.0 12472.6  1.0  1.0  1.0  1.0  1.0 99.0
2606.0  193.7 -56.4 -64.8  33.9   17.5   10.9  20.6 238.0   4.6  -85.743  35.084 999.0 999.0 12495.8  1.0  1.0  1.0  1.0  1.0 99.0
2611.0  193.0 -56.6 -64.9  34.3   17.4   11.3  20.8 237.0   4.7  -85.742  35.085 999.0 999.0 12519.1  1.0  1.0  1.0  1.0  1.0 99.0
2616.0  192.2 -56.7 -65.1  33.8   17.5   11.4  20.9 237.0   4.7  -85.741  35.085 999.0 999.0 12542.8  1.0  1.0  1.0  1.0  1.0 99.0
2621.0  191.5 -56.9 -65.4  33.5   17.7   11.5  21.1 237.0   4.8  -85.740  35.086 999.0 999.0 12566.5  1.0  1.0  1.0  1.0  1.0 99.0
2626.0  190.8 -57.1 -65.5  33.7   17.6   11.9  21.2 236.0   4.6  -85.739  35.086 999.0 999.0 12589.7  1.0  1.0  1.0  1.0  1.0 99.0
2631.0  190.1 -57.3 -65.6  34.2   17.7   11.9  21.3 236.0   4.6  -85.738  35.087 999.0 999.0 12612.9  1.0  1.0  1.0  1.0  1.0 99.0
2636.0  189.4 -57.5 -65.9  33.4   17.6   12.3  21.5 235.0   4.7  -85.737  35.087 999.0 999.0 12636.6  1.0  1.0  1.0  1.0  1.0 99.0
2641.0  188.7 -57.7 -66.2  33.2   17.6   12.3  21.5 235.0   4.7  -85.736  35.088 999.0 999.0 12659.9  1.0  1.0  1.0  1.0  1.0 99.0
2646.0  188.0 -57.9 -66.2  33.6   17.8   12.4  21.7 235.0   4.6  -85.735  35.089 999.0 999.0 12683.0  1.0  1.0  1.0  1.0  1.0 99.0
2651.0  187.3 -58.1 -66.5  33.2   17.8   12.4  21.7 235.0   4.6  -85.734  35.089 999.0 999.0 12705.8  1.0  1.0  1.0  1.0  1.0 99.0
2656.0  186.7 -58.3 -66.9  32.5   17.9   12.5  21.8 235.0   4.6  -85.733  35.090 999.0 999.0 12728.7  1.0  1.0  1.0  1.0  1.0 99.0
2661.0  186.0 -58.5 -67.1  32.1   17.9   12.6  21.9 235.0   4.5  -85.732  35.090 999.0 999.0 12751.3  1.0  1.0  1.0  1.0  1.0 99.0
2666.0  185.3 -58.8 -67.5  31.5   17.9   12.6  21.9 235.0   4.5  -85.731  35.091 999.0 999.0 12774.0  1.0  1.0  1.0  1.0  1.0 99.0
2671.0  184.7 -58.9 -67.6  31.4   18.0   12.6  22.0 235.0   4.5  -85.730  35.091 999.0 999.0 12796.4  1.0  1.0  1.0  1.0  1.0 99.0
2676.0  184.0 -59.1 -67.9  31.1   18.3   12.4  22.1 236.0   4.5  -85.729  35.092 999.0 999.0 12818.8  1.0  1.0  1.0  1.0  1.0 99.0
2681.0  183.4 -59.4 -68.2  31.0   18.3   12.4  22.1 236.0   4.4  -85.728  35.093 999.0 999.0 12840.6  1.0  1.0  1.0  1.0  1.0 99.0
2686.0  182.7 -59.5 -68.3  31.0   18.4   12.4  22.2 236.0   4.4  -85.727  35.093 999.0 999.0 12862.8  1.0  1.0  1.0  1.0  1.0 99.0
2691.0  182.1 -59.6 -68.5  30.6   18.4   12.4  22.2 236.0   4.4  -85.726  35.094 999.0 999.0 12884.8  1.0  1.0  1.0  1.0  1.0 99.0
2696.0  181.4 -59.8 -68.8  30.1   18.7   12.1  22.3 237.0   4.4  -85.725  35.094 999.0 999.0 12906.8  1.0  1.0  1.0  1.0  1.0 99.0
2701.0  180.8 -60.0 -68.9  30.4   18.7   12.1  22.3 237.0   4.3  -85.724  35.095 999.0 999.0 12928.5  1.0  1.0  1.0  1.0  1.0 99.0
2706.0  180.2 -60.1 -69.2  29.4   18.8   12.2  22.4 237.0   4.4  -85.723  35.095 999.0 999.0 12950.3  1.0  1.0  1.0  1.0  1.0 99.0
2711.0  179.6 -60.3 -69.7  28.3   19.0   11.9  22.4 238.0   4.3  -85.722  35.096 999.0 999.0 12971.7  1.0  1.0  1.0  1.0  1.0 99.0
2716.0  178.9 -60.5 -70.0  27.8   19.3   12.1  22.8 238.0   4.4  -85.721  35.096 999.0 999.0 12993.6  1.0  1.0  1.0  1.0  1.0 99.0
2721.0  178.3 -60.7 -70.0  28.2   19.4   12.6  23.1 237.0   4.5  -85.720  35.097 999.0 999.0 13015.9  1.0  1.0  1.0  1.0  1.0 99.0
2726.0  177.6 -60.9 -70.4  27.5   19.8   11.9  23.1 239.0   4.7  -85.719  35.098 999.0 999.0 13039.3  1.0  1.0  1.0  1.0  1.0 99.0
2731.0  176.9 -61.0 -70.3  28.2   20.0   12.0  23.3 239.0   4.8  -85.718  35.098 999.0 999.0 13063.5  1.0  1.0  1.0  1.0  1.0 99.0
2736.0  176.2 -61.3 -70.7  28.0   20.3   12.7  23.9 238.0   5.3  -85.717  35.099 999.0 999.0 13089.9  1.0  1.0  1.0  1.0  1.0 99.0
2741.0  175.4 -61.7 -71.1  27.6   21.0   12.6  24.5 239.0   5.5  -85.716  35.099 999.0 999.0 13117.4  1.0  1.0  1.0  1.0  1.0 99.0
2746.0  174.6 -62.0 -71.2  28.1   21.5   11.9  24.6 241.0   5.9  -85.715  35.100 999.0 999.0 13146.7  1.0  1.0  1.0  1.0  1.0 99.0
2751.0  173.7 -62.2 -71.2  29.0   21.7   12.5  25.0 240.0   6.2  -85.713  35.100 999.0 999.0 13177.9  2.0  2.0  2.0  1.0  1.0 99.0
2756.0  172.8 -62.7 -71.6  29.3   22.4   12.4  25.6 241.0   6.3  -85.712  35.101 999.0 999.0 13209.2  2.0  2.0  2.0  1.0  1.0 99.0
2761.0  171.9 -63.0 -71.9  28.8   22.5   12.5  25.7 241.0   6.4  -85.711  35.101 999.0 999.0 13241.4  1.0  1.0  1.0  1.0  1.0 99.0
2766.0  171.0 -63.4 -72.2  29.0   23.0   12.3  26.1 242.0   6.3  -85.710  35.102 999.0 999.0 13272.9  1.0  1.0  1.0  1.0  1.0 99.0
2771.0  170.1 -63.7 -72.4  29.7   23.1   12.8  26.4 241.0   6.3  -85.708  35.103 999.0 999.0 13304.6  1.0  1.0  1.0  1.0  1.0 99.0
2776.0  169.3 -63.7 -72.2  30.6   23.7   12.1  26.6 243.0   6.2  -85.707  35.103 999.0 999.0 13335.6  1.0  1.0  1.0  1.0  1.0 99.0
2781.0  168.5 -64.1 -72.4  31.3   24.1   12.3  27.0 243.0   5.9  -85.706  35.104 999.0 999.0 13365.0  1.0  1.0  1.0  1.0  1.0 99.0
2786.0  167.7 -64.5 -72.5  32.3   24.2   12.3  27.2 243.0   5.7  -85.704  35.104 999.0 999.0 13393.4  1.0  1.0  1.0  1.0  1.0 99.0
2791.0  166.9 -64.8 -72.8  32.3   24.3   12.4  27.3 243.0   5.4  -85.703  35.105 999.0 999.0 13420.4  1.0  1.0  1.0  1.0  1.0 99.0
2796.0  166.2 -64.9 -72.9  32.4   24.6   11.5  27.1 245.0   5.3  -85.702  35.105 999.0 999.0 13447.1  2.0  2.0  2.0  1.0  1.0 99.0
2801.0  165.5 -65.3 -72.8  34.7   24.4   11.9  27.1 244.0   5.3  -85.701  35.106 999.0 999.0 13473.5  2.0  2.0  2.0  1.0  1.0 99.0
2806.0  164.7 -65.5 -72.9  35.0   24.5   12.0  27.3 244.0   5.6  -85.699  35.106 999.0 999.0 13501.5  1.0  1.0  1.0  1.0  1.0 99.0
2811.0  164.0 -65.6 -72.9  35.9   25.2   12.3  28.0 244.0   5.8  -85.698  35.107 999.0 999.0 13530.4  1.0  1.0  1.0  1.0  1.0 99.0
2816.0  163.2 -65.9 -73.2  35.3   25.1   11.7  27.7 245.0   6.0  -85.696  35.107 999.0 999.0 13560.4  1.0  1.0  1.0  1.0  1.0 99.0
2821.0  162.3 -66.2 -73.2  36.6   26.0   12.7  28.9 244.0   6.3  -85.695  35.108 999.0 999.0 13591.7  1.0  1.0  1.0  1.0  1.0 99.0
2826.0  161.4 -66.6 -73.5  37.7   26.0   12.1  28.7 245.0   6.5  -85.694  35.108 999.0 999.0 13624.3  1.0  1.0  1.0  1.0  1.0 99.0
2831.0  160.6 -67.0 -73.8  37.7   26.6   12.4  29.3 245.0   6.5  -85.692  35.109 999.0 999.0 13656.9  2.0  2.0  2.0  1.0  1.0 99.0
2836.0  159.7 -67.5 -74.0  39.3   26.4   12.9  29.4 244.0   6.6  -85.691  35.109 999.0 999.0 13690.0  2.0  2.0  2.0  1.0  1.0 99.0
2841.0  158.8 -67.7 -74.2  38.8   26.7   12.5  29.5 245.0   6.8  -85.689  35.110 999.0 999.0 13724.0  1.0  1.0  1.0  1.0  1.0 99.0
2846.0  157.9 -68.0 -74.5  38.9   27.1   12.6  29.9 245.0   6.6  -85.688  35.111 999.0 999.0 13757.0  1.0  1.0  1.0  1.0  1.0 99.0
2851.0  157.1 -68.1 -74.4  39.8   27.7   12.3  30.3 246.0   6.0  -85.686  35.112 999.0 999.0 13787.1  1.0  1.0  1.0  1.0  1.0 99.0
2856.0  156.4 -68.3 -74.7  39.4   27.9   13.0  30.8 245.0   5.6  -85.685  35.112 999.0 999.0 13815.1  1.0  1.0  1.0  1.0  1.0 99.0
2861.0  155.7 -68.5 -74.8  40.3   28.3   12.6  31.0 246.0   5.2  -85.683  35.113 999.0 999.0 13841.2  1.0  1.0  1.0  1.0  1.0 99.0
2866.0  155.1 -68.7 -74.9  40.0   28.5   13.3  31.5 245.0   5.0  -85.682  35.113 999.0 999.0 13866.2  1.0  1.0  1.0  1.0  1.0 99.0
2871.0  154.4 -69.0 -75.4  38.9   28.6   12.7  31.3 246.0   4.9  -85.680  35.114 999.0 999.0 13890.6  1.0  1.0  1.0  1.0  1.0 99.0
2876.0  153.8 -69.2 -75.9  37.5   29.1   12.9  31.8 246.0   4.9  -85.678  35.114 999.0 999.0 13915.0  1.0  1.0  1.0  1.0  1.0 99.0
2881.0  153.2 -69.4 -76.4  35.5   29.0   12.3  31.5 247.0   4.9  -85.677  35.115 999.0 999.0 13939.5  1.0  1.0  1.0  1.0  1.0 99.0
2886.0  152.5 -69.6 -76.4  36.7   29.3   13.1  32.1 246.0   5.0  -85.675  35.115 999.0 999.0 13964.4  1.0  1.0  1.0  1.0  1.0 99.0
2891.0  151.9 -69.9 -76.7  36.0   29.3   13.1  32.1 246.0   4.9  -85.674  35.116 999.0 999.0 13989.1  1.0  1.0  1.0  1.0  1.0 99.0
2896.0  151.3 -70.1 -77.2  34.4   29.5   13.1  32.3 246.0   4.8  -85.672  35.116 999.0 999.0 14013.0  1.0  1.0  1.0  1.0  1.0 99.0
2901.0  150.7 -70.2 -77.5  33.6   29.7   13.2  32.5 246.0   4.8  -85.670  35.117 999.0 999.0 14037.0  2.0  2.0  2.0  1.0  1.0 99.0
2906.0  150.1 -70.6 -78.0  32.9   30.0   13.3  32.8 246.0   4.8  -85.669  35.118 999.0 999.0 14061.1  2.0  2.0  2.0  1.0  1.0 99.0
2911.0  149.5 -70.7 -78.4  31.3   30.0   13.3  32.8 246.0   4.7  -85.667  35.118 999.0 999.0 14084.8  1.0  1.0  1.0  1.0  1.0 99.0
2916.0  148.9 -70.8 -79.0  29.3   30.2   13.5  33.1 246.0   4.8  -85.665  35.119 999.0 999.0 14109.1  1.0  1.0  1.0  1.0  1.0 99.0
2921.0  148.3 -71.1 -79.5  28.2   30.3   13.5  33.2 246.0   4.6  -85.664  35.119 999.0 999.0 14132.2  1.0  1.0  1.0  1.0  1.0 99.0
2926.0  147.7 -71.3 -80.4  24.9   30.3   14.1  33.4 245.0   4.6  -85.662  35.120 999.0 999.0 14155.3  1.0  1.0  1.0  1.0  1.0 99.0
2931.0  147.1 -71.6 -81.1  23.1   30.2   14.1  33.3 245.0   4.7  -85.660  35.121 999.0 999.0 14179.0  1.0  1.0  1.0  1.0  1.0 99.0
2936.0  146.5 -71.7 -82.2  19.5   29.8   13.9  32.9 245.0   4.8  -85.659  35.121 999.0 999.0 14203.1  1.0  1.0  1.0  1.0  1.0 99.0
2941.0  145.9 -72.0 -82.2  20.5   28.9   14.1  32.2 244.0   4.8  -85.657  35.122 999.0 999.0 14227.2  1.0  1.0  1.0  1.0  1.0 99.0
2946.0  145.3 -72.2 -82.2  20.9   28.3   13.8  31.5 244.0   5.1  -85.655  35.123 999.0 999.0 14252.7  1.0  1.0  1.0  1.0  1.0 99.0
2951.0  144.6 -72.4 -83.1  18.6   28.1   14.3  31.5 243.0   5.4  -85.654  35.123 999.0 999.0 14279.5  1.0  1.0  1.0  1.0  1.0 99.0
2956.0  143.9 -72.5 -83.3  18.4   27.3   14.5  30.9 242.0   5.7  -85.652  35.124 999.0 999.0 14308.0  1.0  1.0  1.0  1.0  1.0 99.0
2961.0  143.2 -72.9 -83.4  19.0   26.8   14.3  30.4 242.0   6.0  -85.650  35.125 999.0 999.0 14338.2  1.0  1.0  1.0  1.0  1.0 99.0
2966.0  142.4 -73.0 -83.3  19.6   25.8   13.7  29.2 242.0   6.3  -85.649  35.125 999.0 999.0 14369.8  1.0  1.0  1.0  1.0  1.0 99.0
2971.0  141.6 -73.1 -83.2  20.4   25.5   13.6  28.9 242.0   6.6  -85.648  35.126 999.0 999.0 14402.8  1.0  1.0  1.0  1.0  1.0 99.0
2976.0  140.8 -73.0 -83.1  20.4   24.2   13.4  27.7 241.0   6.7  -85.647  35.126 999.0 999.0 14436.4  1.0  1.0  1.0  1.0  1.0 99.0
2981.0  140.0 -73.3 -82.6  23.4   23.6   13.1  27.0 241.0   6.9  -85.645  35.127 999.0 999.0 14471.0  1.0  1.0  1.0  1.0  1.0 99.0
2986.0  139.2 -73.5 -82.8  23.2   22.4   13.0  25.9 240.0   6.8  -85.644  35.128 999.0 999.0 14504.9  1.0  1.0  1.0  1.0  1.0 99.0
2991.0  138.4 -73.8 -83.3  22.2   22.0   12.7  25.4 240.0   6.6  -85.643  35.128 999.0 999.0 14537.8  1.0  1.0  1.0  1.0  1.0 99.0
2996.0  137.7 -73.8 -83.3  22.5   21.7   12.5  25.0 240.0   6.2  -85.642  35.129 999.0 999.0 14568.6  1.0  1.0  1.0  1.0  1.0 99.0
3001.0  137.0 -73.9 -82.3  26.7   21.7   12.5  25.0 240.0   5.9  -85.640  35.129 999.0 999.0 14598.4  1.0  1.0  1.0  1.0  1.0 99.0
3006.0  136.3 -73.8 -81.7  28.8   21.7   12.5  25.0 240.0   5.6  -85.639  35.130 999.0 999.0 14626.6  1.0  1.0  1.0  1.0  1.0 99.0
